Codigo de Compartimento;Disponible para asesoramiento con cobro implícito;Disponible para asesoramiento con cobro explícito;Focus List;ISIN;Código de compartimento;Nombre;Divisa;Hedge;Categoria SB;Categoría Morningstar;Politica de dividendos;Traspasable;Benchmark;Mínimo Inicial;Tipo Suscripción Inicial;Mínimo Adicional;Tipo Suscripción Adicional;Gastos Corrientes;Comisión Gestión;Comisión Exito;Comisión Suscripción;Comisión Reembolso;Comisión Deposito;Comisión Distribución;Rebate PB;Producto Complejo;Fecha de constitución;Patrimonio;Rent 1M;Rent YTD;Rent 12M;Rent 36M;Rent 60M;Rent 2022;Rent 2023;Rent 2024;Hora Corte *Folleto;Gestora / Emisor;URL Ficha Comercial ;URL KID PRIIPS;REQ;Concentración Actualizada a feb/2023
;Y;Y;N;IE00B76VTL96;72704;Vanguard ESG Developed Europe Index Fund GBP Acc;GBP;N;Renta Variable Europa;RV Europa Cap. Grande Blend;C;Y;FTSE Developed Eur Choice NR EUR;1000;GBP;150;GBP;0.14;0.14;;;;;;0;N;10/25/11;669,866,841 €;-0.37;8.49;11.26;9.36;17;-10.61;16.39;8.77;1000;Vanguard Group Ireland Limited;https://api.fundinfo.com/document/d0d1db7dfc1dad08762906292709e4a9_417714/MR_ES_en_IE00B76VTL96_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/6f9b306959bfb49ce68255a3fba85c5c_50551/PRP_ES_es_IE00B76VTL96_YES_2024-12-10.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;65;10
;Y;Y;N;IE00B76VTR58;72704;Vanguard ESG Developed Europe Index Fund GBP Dist;GBP;N;Renta Variable Europa;RV Europa Cap. Grande Blend;D;Y;FTSE Developed Eur Choice NR EUR;1000;GBP;150;GBP;0.14;0.14;;;;;;0;N;10/25/11;669,866,841 €;-0.37;8.48;11.24;9.35;17;-10.61;16.39;8.77;1000;Vanguard Group Ireland Limited;https://api.fundinfo.com/document/ca0cc55ff0546d7fffe31f5f768777f0_417714/MR_ES_en_IE00B76VTR58_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/6dccf660676ca16aa6d2c4161a748f93_50494/PRP_ES_es_IE00B76VTR58_YES_2024-12-10.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;65;10
;Y;Y;N;IE00B4Z8LP80;72704;Vanguard ESG Developed Europe Index Fund USD Acc;USD;N;Renta Variable Europa;RV Europa Cap. Grande Blend;C;Y;FTSE Developed Eur Choice NR EUR;1000;USD;150;USD;0.14;0.14;;;;;;0;N;9/2/14;669,866,841 €;-0.37;8.49;11.26;9.36;17;-10.61;16.39;8.77;1000;Vanguard Group Ireland Limited;https://api.fundinfo.com/document/ad40b47da8d7da476f8ccd6c5058072f_417720/MR_ES_en_IE00B4Z8LP80_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/9267d43afd82a5fc92e2ad1f461f5293_50727/PRP_ES_es_IE00B4Z8LP80_YES_2024-12-10.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;65;10
;Y;Y;N;IE00B5456744;72651;Vanguard ESG Developed World All Cap Equity Index Fund EUR Acc;EUR;N;Renta Variable Global;RV Global Cap. Grande Blend;C;Y;FTSE Developed All Cap Choice NR USD;1000;EUR;150;EUR;0.2;0.2;;;;;;0;N;2/7/11;6,122,685,787 €;-10.19;-6.16;8.83;7.95;17.08;-17.88;21.91;25.85;1600;Vanguard Group Ireland Limited;https://api.fundinfo.com/document/433a7e540e0d319fe53cddfb961387cc_417774/MR_ES_en_IE00B5456744_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/9f0e43d422c5e4b2a2184a4f72f632c3_51012/PRP_ES_es_IE00B5456744_YES_2024-12-10.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;55;10
;Y;Y;N;IE00B76VTN11;72651;Vanguard ESG Developed World All Cap Equity Index Fund GBP Acc;GBP;N;Renta Variable Global;RV Global Cap. Grande Blend;C;Y;FTSE Developed All Cap Choice NR USD;1000;GBP;150;GBP;0.2;0.2;;;;;;0;N;10/25/11;6,122,685,787 €;-10.19;-6.16;8.82;7.95;17.08;-17.88;21.9;25.86;1600;Vanguard Group Ireland Limited;https://api.fundinfo.com/document/1ed410409e75ded22eaf57741ca5a139_417775/MR_ES_en_IE00B76VTN11_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/a0b7a88bf4f6a19f65971e4eedaff0bb_51014/PRP_ES_es_IE00B76VTN11_YES_2024-12-10.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;65;10
;Y;Y;N;IE00B76VTM04;72651;Vanguard ESG Developed World All Cap Equity Index Fund GBP Dist;GBP;N;Renta Variable Global;RV Global Cap. Grande Blend;D;Y;FTSE Developed All Cap Choice NR USD;1000;GBP;150;GBP;0.2;0.2;;;;;;0;N;10/25/11;6,122,685,787 €;-10.19;-6.16;8.81;7.94;17.07;-17.88;21.9;25.85;1600;Vanguard Group Ireland Limited;https://api.fundinfo.com/document/bd47e7612fd77ca523858eaeb648734d_417770/MR_ES_en_IE00B76VTM04_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/d3fa8804d5ff07eb67faee954a59b7de_50953/PRP_ES_es_IE00B76VTM04_YES_2024-12-10.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;65;10
;Y;Y;N;IE00B505V954;72651;Vanguard ESG Developed World All Cap Equity Index Fund USD Acc;USD;N;Renta Variable Global;RV Global Cap. Grande Blend;C;Y;FTSE Developed All Cap Choice NR USD;1000;USD;150;USD;0.2;0.2;;;;;;0;N;9/2/14;6,122,685,787 €;-10.19;-6.16;8.82;7.95;17.08;-17.88;21.91;25.86;1600;Vanguard Group Ireland Limited;https://api.fundinfo.com/document/777f00c39b70a114a3166a9603e5f2ff_417765/MR_ES_en_IE00B505V954_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/08ef1a735996a865aba11c08748be2b5_50995/PRP_ES_es_IE00B505V954_YES_2024-12-10.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;65;10
;Y;Y;N;IE00BKV0W243;72174;Vanguard ESG Emerging Markets All Cap Equity Index Fund EUR Acc;EUR;N;Renta Variable Emergentes;RV Global Emergente;C;Y;FTSE Emerging All Cap Choice NR USD;1000;EUR;0;EUR;0.25;0.25;;;;;;0;N;6/9/20;813,547,116 €;-4;-0.93;14.96;3.76;-;-13.55;4.88;19.28;1600;Vanguard Group Ireland Limited;https://api.fundinfo.com/document/dfdb335566e0ef326cafaf44fb5e3407_417734/MR_ES_en_IE00BKV0W243_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/d3db0ae24ad75660400150abc0d72379_51197/PRP_ES_es_IE00BKV0W243_YES_2024-12-10.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;60;10
;Y;Y;N;IE00BKV0VZ05;72174;Vanguard ESG Emerging Markets All Cap Equity Index Fund GBP Acc;GBP;N;Renta Variable Emergentes;RV Global Emergente;C;Y;FTSE Emerging All Cap Choice NR USD;1000;GBP;0;GBP;0.25;0.25;;;;;;0;N;6/9/20;813,547,116 €;-4;-0.93;14.96;3.76;-;-13.55;4.88;19.28;1600;Vanguard Group Ireland Limited;https://api.fundinfo.com/document/a16cb38968f073bb5ecd59915de7e0c1_417716/MR_ES_en_IE00BKV0VZ05_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/960682d5aefd68dea2f5b081c893c72e_51209/PRP_ES_es_IE00BKV0VZ05_YES_2024-12-10.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;70;10
;Y;Y;N;IE00BKV0W029;72174;Vanguard ESG Emerging Markets All Cap Equity Index Fund GBP Dist;GBP;N;Renta Variable Emergentes;RV Global Emergente;D;Y;FTSE Emerging All Cap Choice NR USD;1000;GBP;0;GBP;0.25;0.25;;;;;;0;N;6/9/20;813,547,116 €;-4;-0.93;14.94;3.76;-;-13.55;4.87;19.26;1600;Vanguard Group Ireland Limited;https://api.fundinfo.com/document/deb8d57b7169542681bbccf6b6b91374_417714/MR_ES_en_IE00BKV0W029_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/40a473646bf39d339e18869158bfe03b_51133/PRP_ES_es_IE00BKV0W029_YES_2024-12-10.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;70;10
;Y;Y;N;IE00BKV0W359;72174;Vanguard ESG Emerging Markets All Cap Equity Index Fund USD Acc;USD;N;Renta Variable Emergentes;RV Global Emergente;C;Y;FTSE Emerging All Cap Choice NR USD;1000;USD;0;USD;0.25;0.25;;;;;;0;N;6/9/20;813,547,116 €;-4;-0.93;14.96;3.76;-;-13.55;4.88;19.28;1600;Vanguard Group Ireland Limited;https://api.fundinfo.com/document/8047543b9824af3a1c30cd7123ac1038_417549/MR_ES_en_IE00BKV0W359_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/6f64b37b879e32b2e158c112484c9a50_51199/PRP_ES_es_IE00BKV0W359_YES_2024-12-10.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;70;10
;Y;Y;Y;IE0007472990;72521;Vanguard Euro Government Bond Index Fund EUR Acc;EUR;N;Renta Fija Gobierno Europa;RF Deuda Pública EUR;C;Y;Bloomberg GA EUR Govt Float Adj TR EUR;1000;EUR;150;EUR;0.12;0.12;;;;0;0;0;N;9/29/00;8,135,909,985 €;-1.15;-1.51;1.55;-2.9;-2.15;-18.28;7.05;1.8;1200;Vanguard Group Ireland Limited;https://api.fundinfo.com/document/be2841da256852742cfb28313c091c86_412692/MR_ES_en_IE0007472990_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/af54e9b53ea5dcc1a11a14dcb3687186_49015/PRP_ES_es_IE0007472990_YES_2024-12-10.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;20;20
;Y;Y;Y;IE00BFRTD722;72521;Vanguard Euro Government Bond Index Fund GBP Hedged Acc;GBP;Y;Renta Fija Gobierno Europa;RF Deuda Pública EUR;C;Y;Bloomberg GA EUR Govt Float Adj TR EUR;1000;GBP;150;GBP;0.12;0.12;;;;;;0;N;1/31/14;8,135,909,985 €;-2.34;-2.61;4.87;-1.63;0.7;-21.88;11.13;8.13;1200;Vanguard Group Ireland Limited;https://api.fundinfo.com/document/8b0a459296462908f6690708e344db8c_412845/MR_ES_en_IE00BFRTD722_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/f2fee245f48f3b6371064f26b5a97efa_49624/PRP_ES_es_IE00BFRTD722_YES_2024-12-10.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;30;20
;Y;Y;Y;IE0032125126;72521;Vanguard Euro Government Bond Index Fund USD Acc;USD;N;Renta Fija Gobierno Europa;RF Deuda Pública EUR;C;Y;Bloomberg GA EUR Govt Float Adj TR EUR;1000;USD;150;USD;0.12;0.12;;;;;;0;N;3/10/15;8,135,909,985 €;-1.15;-1.51;1.55;-2.9;-2.15;-18.28;7.05;1.8;1200;Vanguard Group Ireland Limited;https://api.fundinfo.com/document/3e9c08077ec9989eed6d95619a0feb17_412548/MR_ES_en_IE0032125126_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/ade6c1d2ee85ce7cac57acdf6801e35a_49264/PRP_ES_es_IE0032125126_YES_2024-12-10.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;30;20
;Y;Y;N;IE00B04FFJ44;72403;Vanguard Euro Investment Grade Bond Index Fund EUR Acc;EUR;N;Renta Fija Diversificada Global;RF Deuda Corporativa EUR;C;Y;Bloomberg GA EUR NonGov Float Adj TR EUR;1000;EUR;150;EUR;0.12;0.12;;;;0;0;0;N;9/29/00;2,184,455,152 €;-0.79;-0.61;3.75;-0.44;-0.16;-15.19;7.33;3.81;1200;Vanguard Group Ireland Limited;https://api.fundinfo.com/document/b373390961e38c0d3097f544f0a1364c_413222/MR_ES_en_IE00B04FFJ44_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/752cd8c33596fcaec05ec39d1b731ddd_49273/PRP_ES_es_IE00B04FFJ44_YES_2025-02-11.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;15;10
;Y;Y;N;IE00BFRTD839;72403;Vanguard Euro Investment Grade Bond Index Fund GBP Hedged Acc;GBP;Y;Renta Fija Diversificada Global;RF Deuda Corporativa EUR;C;Y;Bloomberg GA EUR NonGov Float Adj TR EUR;1000;GBP;150;GBP;0.12;0.12;;;;;;0;N;1/31/14;2,184,455,152 €;-1.98;-1.7;7.17;0.9;2.77;-18.88;11.45;10.28;1200;Vanguard Group Ireland Limited;https://api.fundinfo.com/document/95ac254a04c901c8b8fc2622ae85ae31_413349/MR_ES_en_IE00BFRTD839_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/60a15d94508ea84e9654aa1cd0efac54_49900/PRP_ES_es_IE00BFRTD839_YES_2025-02-11.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;25;10
;Y;Y;Y;IE0007987708;72214;Vanguard European Stock Index Fund EUR Acc;EUR;N;Renta Variable Europa;RV Europa Cap. Grande Blend;C;Y;MSCI Europe NR USD;1000;EUR;150;EUR;0.12;0.12;;;;0;0;0;N;6/8/00;4,388,397,144 €;0.61;9.88;12.89;10.16;17.12;-9.25;16.15;8.86;1000;Vanguard Group Ireland Limited;https://api.fundinfo.com/document/d018c5113ce06b66d37956729075fcc3_409893/MR_ES_en_IE0007987708_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/e96aad578e94464995f29fe9daf73d8a_48804/PRP_ES_es_IE0007987708_YES_2024-12-10.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;55;20
;Y;Y;Y;IE0002639551;72214;Vanguard European Stock Index Fund USD Acc;USD;N;Renta Variable Europa;RV Europa Cap. Grande Blend;C;Y;MSCI Europe NR USD;1000;USD;150;USD;0.12;0.12;;;;0;0;0;N;9/14/98;4,388,397,144 €;0.61;9.88;12.89;10.16;17.12;-9.25;16.15;8.86;1000;Vanguard Group Ireland Limited;https://api.fundinfo.com/document/de9a8a760885808fbaa9f784b009d8e2_409946/MR_ES_en_IE0002639551_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/8ef0e19062e5d3a8f482880d5de4114d_48873/PRP_ES_es_IE0002639551_YES_2024-12-10.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;65;20
;Y;Y;Y;IE00B04GQR24;72423;Vanguard Eurozone Inflation-Linked Bond Index Fund EUR Acc;EUR;N;Renta Fija ligada a la Inflación Europa;RF Bonos Ligados Inflación EUR;C;Y;Bloomberg Gbl Infl Lkd EuroZ Euro TR EUR;1000;EUR;150;EUR;0.12;0.12;;;;0;0;0;N;5/31/05;1,445,443,553 €;-0.77;-0.71;0.54;-2.05;2.58;-10.33;6.36;0.13;1000;Vanguard Group Ireland Limited;https://api.fundinfo.com/document/666688403461583ce8698297128bef32_412308/MR_ES_en_IE00B04GQR24_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/538aa1f63a76f7fbd6ef4b269835bc8b_49256/PRP_ES_es_IE00B04GQR24_YES_2024-12-10.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;10;25
;Y;Y;N;IE0008248803;71976;Vanguard Eurozone Stock Index Fund EUR Acc;EUR;N;Renta Variable Europa;RV Zona Euro Cap. Grande;C;Y;MSCI EMU NR EUR;1000;EUR;150;EUR;0.12;0.12;;;;0;;0;N;10/25/01;1,500,295,698 €;1.89;12.71;14.49;12.77;18.93;-12.05;19.35;9.99;1000;Vanguard Group Ireland Limited;https://api.fundinfo.com/document/b6bc2cb4e69f5ce4524259044860115c_409978/MR_ES_en_IE0008248803_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/9776ce74c2fdd95e9aafe769d8c5f99a_48905/PRP_ES_es_IE0008248803_YES_2024-12-10.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;60;10
;Y;Y;N;IE00B02JYG83;71976;Vanguard Eurozone Stock Index Fund USD Acc;USD;N;Renta Variable Europa;RV Zona Euro Cap. Grande;C;Y;MSCI EMU NR EUR;1000;USD;150;USD;0.12;0.12;;;;;;0;N;2/27/14;1,500,295,698 €;1.89;12.71;14.49;12.77;18.93;-12.04;19.35;9.99;1000;Vanguard Group Ireland Limited;https://api.fundinfo.com/document/0418258016441a14804cd4eb03d231df_409903/MR_ES_en_IE00B02JYG83_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/3f8a370ad709741bc61402a7972288e4_49218/PRP_ES_es_IE00B02JYG83_YES_2024-12-10.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;70;10
;Y;Y;N;IE00B2RHVR18;72673;Vanguard Global Bond Index Fund CHF Hedged Acc;CHF;Y;Renta Fija Diversificada Global;RF Global - CHF Cubierto;C;Y;Bloomberg Gbl Agg Flt-Adj and Sc TR USD;1000;CHF;150;CHF;0.15;0.15;;;;0;;0;N;1/30/09;20,979,045,495 €;-1.26;-1.73;1.02;-1.06;-0.66;-11.31;8.88;-2.73;1200;Vanguard Group Ireland Limited;https://api.fundinfo.com/document/c26f09f8d6abab287e3ab90142392a96_413552/MR_ES_en_IE00B2RHVR18_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/0124b1f02dc4a6050365d14e4ddd5041_49639/PRP_ES_es_IE00B2RHVR18_YES_2024-12-10.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;30;10
;Y;Y;N;IE00B18GC888;72673;Vanguard Global Bond Index Fund EUR Hedged Acc;EUR;Y;Renta Fija Diversificada Global;RF Global - EUR Cubierto;C;Y;Bloomberg Gbl Agg Flt-Adj and Sc TR USD;1000;EUR;150;EUR;0.15;0.15;;;;;;0;N;2/27/14;20,979,045,495 €;0.52;0.79;2.97;-1.63;-1.3;-15.06;4.69;0.83;1200;Vanguard Group Ireland Limited;https://api.fundinfo.com/document/68f814e42b6ebbbb5da7e462ce68b82d_413484/MR_ES_en_IE00B18GC888_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/4393f8b06b1b855ddbf89e22e679a636_49595/PRP_ES_es_IE00B18GC888_YES_2024-12-10.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;15;10
;Y;Y;N;IE00BN6QDH02;72673;Vanguard Global Bond Index Fund EUR Hedged Distribution;EUR;Y;Renta Fija Diversificada Global;RF Global - EUR Cubierto;D;Y;Bloomberg Gbl Agg Flt-Adj and Sc TR USD;1000;EUR;0;EUR;0.15;0.15;;;;;;0;N;1/21/21;20,979,045,495 €;0.52;0.8;2.99;-1.63;-;-15.06;4.69;0.84;1200;Vanguard Group Ireland Limited;https://api.fundinfo.com/document/5663430c2a83f97ab21854eeed0cdb42_413340/MR_ES_en_IE00BN6QDH02_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/09c6ce83c6d366a95d5b221101ff3149_49738/PRP_ES_es_IE00BN6QDH02_YES_2024-12-10.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;15;10
;Y;Y;N;IE00B50W2R13;72673;Vanguard Global Bond Index Fund GBP Hedged Acc;GBP;Y;Renta Fija Diversificada Global;RF Global - GBP Cubierto;C;Y;Bloomberg Gbl Agg Flt-Adj and Sc TR USD;1000;GBP;150;GBP;0.15;0.15;;;;;;0;N;6/23/09;20,979,045,495 €;-0.68;-0.31;6.36;-0.28;1.64;-18.67;8.69;7.1;1200;Vanguard Group Ireland Limited;https://api.fundinfo.com/document/e95801b4abc079b1315c3311ce686557_413481/MR_ES_en_IE00B50W2R13_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/ec6524ec4166125530608d4c57f5e8ba_49624/PRP_ES_es_IE00B50W2R13_YES_2024-12-10.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;25;10
;Y;Y;N;IE00B2RHVP93;72673;Vanguard Global Bond Index Fund GBP Hedged Dist;GBP;Y;Renta Fija Diversificada Global;RF Global - GBP Cubierto;D;Y;Bloomberg Gbl Agg Flt-Adj and Sc TR USD;1000;GBP;150;GBP;0.15;0.15;;;;;;0;N;6/23/09;20,979,045,495 €;-0.68;-0.3;6.37;-0.28;1.64;-18.67;8.69;7.11;1200;Vanguard Group Ireland Limited;https://api.fundinfo.com/document/fe2f4791547faaeb31813ea381f3bceb_413477/MR_ES_en_IE00B2RHVP93_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/f1cffd90768d5d8fa67066093940ee36_49583/PRP_ES_es_IE00B2RHVP93_YES_2024-12-10.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;25;10
;Y;Y;N;IE00B18GCB14;72673;Vanguard Global Bond Index Fund USD Hedged Acc;USD;Y;Renta Fija Diversificada Global;RF Global - USD Cubierto;C;Y;Bloomberg Gbl Agg Flt-Adj and Sc TR USD;1000;USD;150;USD;0.15;0.15;;;;0;;0;N;3/31/08;20,979,045,495 €;-3.58;-3.77;4.52;1.02;0.02;-7.3;3.49;9.4;1200;Vanguard Group Ireland Limited;https://api.fundinfo.com/document/79921373ff64c2dc4110638348ed062e_413574/MR_ES_en_IE00B18GCB14_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/787e1a9afe9565a2e4d7e6aa8410c538_49616/PRP_ES_es_IE00B18GCB14_YES_2024-12-10.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;25;10
;Y;Y;N;IE00BN6QDF87;72673;Vanguard Global Bond Index Fund USD Hedged Distribution;USD;Y;Renta Fija Diversificada Global;RF Global - USD Cubierto;D;Y;Bloomberg Gbl Agg Flt-Adj and Sc TR USD;1000;USD;0;USD;0.15;0.15;;;;;;0;N;1/21/21;20,979,045,495 €;-3.58;-3.76;4.53;1.03;-;-7.3;3.49;9.41;1200;Vanguard Group Ireland Limited;https://api.fundinfo.com/document/6d15d559289825324105556cd67df7ef_413338/MR_ES_en_IE00BN6QDF87_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/2ef035fec085a90a926fb2852236b91b_49752/PRP_ES_es_IE00BN6QDF87_YES_2024-12-10.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;25;10
;Y;Y;N;IE00BDFB5N63;72066;Vanguard Global Corporate Bond Index Fund EUR Hedged Accumulation;EUR;Y;Renta Fija Corporativa Global;RF Deuda Corporativa Global - EUR Cubier;C;Y;Bloomberg Global Agg FA Corp Hdg TR USD;1000;EUR;0;EUR;0.18;0.18;;;;;;0;N;1/21/21;4,215,959,972 €;0.69;1.4;4.37;-0.52;-;-16.5;6.49;1.94;1200;Vanguard Group Ireland Limited;https://api.fundinfo.com/document/39f5bb979d0c675e93adbd975f87a73c_412670/MR_ES_en_IE00BDFB5N63_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/0046a2b514d2a5fcdbe30aeb099e1a65_49838/PRP_ES_es_IE00BDFB5N63_YES_2024-12-10.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;25;10
;Y;Y;N;IE00BDFB5M56;72066;Vanguard Global Corporate Bond Index Fund GBP Hedged Acc;GBP;Y;Renta Fija Corporativa Global;RF Deuda Corporativa Global - GBP Cubierto;C;Y;Bloomberg Global Agg FA Corp Hdg TR USD;1000;GBP;150;GBP;0.18;0.18;;;;;;0;N;11/2/17;4,215,959,972 €;-0.51;0.3;7.79;0.82;4.03;-20.08;10.56;8.26;1200;Vanguard Group Ireland Limited;https://api.fundinfo.com/document/6e616efed00e54c300ee998e2fadb1b7_413059/MR_ES_en_IE00BDFB5M56_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/5d0c3b216746b103437184ca05e9eee1_49854/PRP_ES_es_IE00BDFB5M56_YES_2024-12-10.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;30;10
;Y;Y;N;IE00BDFB5K33;72066;Vanguard Global Corporate Bond Index Fund GBP Hedged Distribution;GBP;Y;Renta Fija Corporativa Global;RF Deuda Corporativa Global - GBP Cubierto;D;Y;Bloomberg Global Agg FA Corp Hdg TR USD;0;GBP;0;GBP;0.18;0.18;;;;;;0;N;1/21/21;4,215,959,972 €;-0.51;0.3;7.84;0.87;-;-20;10.55;8.31;1200;Vanguard Group Ireland Limited;https://api.fundinfo.com/document/9507f8884d927272029f725972807fd3_412663/MR_ES_en_IE00BDFB5K33_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/8c9c1400b68fb1766f3d4018c6cb6429_49799/PRP_ES_es_IE00BDFB5K33_YES_2024-12-10.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;30;10
;Y;Y;N;IE00BDFB5T26;72066;Vanguard Global Corporate Bond Index Fund USD Hedged Acc;USD;Y;Renta Fija Corporativa Global;RF Deuda Corporativa Global - USD Cubierto;C;Y;Bloomberg Global Agg FA Corp Hdg TR USD;1000;USD;0;USD;0.18;0.18;;;;;;0;N;11/2/17;4,215,959,972 €;-3.41;-3.18;5.94;2.25;2.46;-8.71;5.35;10.6;1200;Vanguard Group Ireland Limited;https://api.fundinfo.com/document/221ec2be4bd4d373bc6993b83e246db3_413045/MR_ES_en_IE00BDFB5T26_RES_2025-01-31.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;https://api.fundinfo.com/document/0b9e1c5f09383b1040d9fd69769bba30_49839/PRP_ES_es_IE00BDFB5T26_YES_2024-12-10.pdf?apiKey=d99379b6-2808-4dc4-a0d3-fcd355ef5548;30;10
